log_id,date,machine_id,product,shift,planned_time_min,downtime_min,operating_time_min,ideal_cycle_time,total_parts,good_parts,defective_parts,availability,performance,quality,oee
4707,2023-08-13,CNC-01,Part-D,Night,480,29,451,2.52,162,144,18,0.9396,0.9052,0.8889,0.756
4708,2023-08-13,CNC-02,Part-D,Morning,480,103,377,1.64,196,179,17,0.7854,0.8526,0.9133,0.6116
4709,2023-08-13,CNC-02,Part-A,Afternoon,480,73,407,1.59,200,181,19,0.8479,0.7813,0.905,0.5995
4710,2023-08-13,CNC-02,Part-C,Night,480,26,454,1.87,201,186,15,0.9458,0.8279,0.9254,0.7246
4711,2023-08-13,LATHE-01,Part-C,Morning,480,7,473,2.56,183,175,8,0.9854,0.9904,0.9563,0.9333
4712,2023-08-13,LATHE-01,Part-D,Afternoon,480,27,453,1.65,261,249,12,0.9437,0.9507,0.954,0.8559
4713,2023-08-13,LATHE-01,Part-A,Night,480,74,406,1.58,239,213,26,0.8458,0.9301,0.8912,0.7011
4714,2023-08-13,LATHE-02,Part-D,Morning,480,97,383,2.46,137,129,8,0.7979,0.8799,0.9416,0.6611
4715,2023-08-13,LATHE-02,Part-D,Afternoon,480,55,425,2.95,141,137,4,0.8854,0.9787,0.9716,0.8419
4716,2023-08-13,LATHE-02,Part-B,Night,480,74,406,1.82,185,180,5,0.8458,0.8293,0.973,0.6825
4717,2023-08-13,PRESS-01,Part-D,Morning,480,24,456,2.82,150,140,10,0.95,0.9276,0.9333,0.8224
4718,2023-08-13,PRESS-01,Part-A,Afternoon,480,50,430,2.32,139,132,7,0.8958,0.75,0.9496,0.638
4719,2023-08-13,PRESS-01,Part-D,Night,480,98,382,1.78,173,166,7,0.7958,0.8061,0.9595,0.6155
4720,2023-08-13,WELD-01,Part-B,Morning,480,108,372,2.21,157,147,10,0.775,0.9327,0.9363,0.6768
4721,2023-08-13,WELD-01,Part-B,Afternoon,480,109,371,1.51,223,210,13,0.7729,0.9076,0.9417,0.6606
4722,2023-08-13,WELD-01,Part-B,Night,480,3,477,2.41,169,153,16,0.9938,0.8539,0.9053,0.7682
4723,2023-08-13,WELD-02,Part-D,Morning,480,108,372,2.73,125,118,7,0.775,0.9173,0.944,0.6711
4724,2023-08-13,WELD-02,Part-D,Afternoon,480,27,453,2.68,132,124,8,0.9437,0.7809,0.9394,0.6923
4725,2023-08-13,WELD-02,Part-B,Night,480,37,443,1.89,186,175,11,0.9229,0.7935,0.9409,0.689
4726,2023-08-14,CNC-01,Part-D,Morning,480,41,439,1.86,186,171,15,0.9146,0.7881,0.9194,0.6627
4727,2023-08-14,CNC-01,Part-B,Afternoon,480,48,432,2.43,159,143,16,0.9,0.8944,0.8994,0.724
4728,2023-08-14,CNC-01,Part-B,Night,480,56,424,2.21,155,152,3,0.8833,0.8079,0.9806,0.6998
4729,2023-08-14,CNC-02,Part-A,Morning,480,28,452,2.58,169,160,9,0.9417,0.9646,0.9467,0.8599
4730,2023-08-14,CNC-02,Part-C,Afternoon,480,17,463,1.86,198,186,12,0.9646,0.7954,0.9394,0.7207
4731,2023-08-14,CNC-02,Part-B,Night,480,88,392,2.99,100,94,6,0.8167,0.7628,0.94,0.5856
4732,2023-08-14,LATHE-01,Part-B,Morning,480,97,383,2.7,124,113,11,0.7979,0.8742,0.9113,0.6357
4733,2023-08-14,LATHE-01,Part-B,Afternoon,480,38,442,2.24,151,142,9,0.9208,0.7652,0.9404,0.6626
4734,2023-08-14,LATHE-01,Part-C,Night,480,113,367,2.41,144,134,10,0.7646,0.9456,0.9306,0.6728
4735,2023-08-14,LATHE-02,Part-B,Morning,480,110,370,1.63,218,208,10,0.7708,0.9604,0.9541,0.7063
4736,2023-08-14,LATHE-02,Part-D,Afternoon,480,114,366,2.08,172,159,13,0.7625,0.9775,0.9244,0.689
4737,2023-08-14,LATHE-02,Part-B,Night,480,72,408,2.53,146,131,15,0.85,0.9053,0.8973,0.6905
4738,2023-08-14,PRESS-01,Part-C,Morning,480,15,465,1.54,280,258,22,0.9688,0.9273,0.9214,0.8278
4739,2023-08-14,PRESS-01,Part-D,Afternoon,480,31,449,1.82,194,187,7,0.9354,0.7864,0.9639,0.709
4740,2023-08-14,PRESS-01,Part-D,Night,480,80,400,2.59,121,108,13,0.8333,0.7835,0.8926,0.5828
4741,2023-08-14,WELD-01,Part-A,Morning,480,59,421,2.2,153,135,18,0.8771,0.7995,0.8824,0.6188
4742,2023-08-14,WELD-01,Part-D,Afternoon,480,50,430,2.1,168,156,12,0.8958,0.8205,0.9286,0.6825
4743,2023-08-14,WELD-01,Part-A,Night,480,0,480,1.81,222,201,21,1.0,0.8371,0.9054,0.7579
4744,2023-08-14,WELD-02,Part-C,Morning,480,42,438,2.42,143,133,10,0.9125,0.7901,0.9301,0.6706
4745,2023-08-14,WELD-02,Part-D,Afternoon,480,17,463,2.45,145,140,5,0.9646,0.7673,0.9655,0.7146
4746,2023-08-14,WELD-02,Part-D,Night,480,101,379,2.56,137,122,15,0.7896,0.9254,0.8905,0.6507
4747,2023-08-15,CNC-01,Part-C,Morning,480,34,446,1.53,265,245,20,0.9292,0.9091,0.9245,0.781
4748,2023-08-15,CNC-01,Part-A,Afternoon,480,64,416,1.75,205,183,22,0.8667,0.8624,0.8927,0.6672
4749,2023-08-15,CNC-01,Part-A,Night,480,107,373,2.89,123,108,15,0.7771,0.953,0.878,0.6502
4750,2023-08-15,CNC-02,Part-C,Morning,480,31,449,2.56,139,130,9,0.9354,0.7925,0.9353,0.6933
4751,2023-08-15,CNC-02,Part-C,Afternoon,480,81,399,2.77,137,126,11,0.8313,0.9511,0.9197,0.7272
4752,2023-08-15,CNC-02,Part-C,Night,480,52,428,2.59,135,125,10,0.8917,0.8169,0.9259,0.6745
4753,2023-08-15,LATHE-01,Part-B,Morning,480,76,404,2.23,162,144,18,0.8417,0.8942,0.8889,0.669
4754,2023-08-15,LATHE-01,Part-C,Afternoon,480,75,405,2.55,141,131,10,0.8438,0.8878,0.9291,0.696
4755,2023-08-15,LATHE-01,Part-D,Night,480,107,373,3.0,117,106,11,0.7771,0.941,0.906,0.6625
4756,2023-08-15,LATHE-02,Part-C,Morning,480,4,476,2.38,181,165,16,0.9917,0.905,0.9116,0.8182
4757,2023-08-15,LATHE-02,Part-B,Afternoon,480,1,479,2.8,153,148,5,0.9979,0.8944,0.9673,0.8633
4758,2023-08-15,LATHE-02,Part-B,Night,480,18,462,2.74,159,147,12,0.9625,0.943,0.9245,0.8391
4759,2023-08-15,PRESS-01,Part-D,Morning,480,16,464,1.7,219,206,13,0.9667,0.8024,0.9406,0.7296
4760,2023-08-15,PRESS-01,Part-A,Afternoon,480,12,468,1.7,217,204,13,0.975,0.7882,0.9401,0.7225
4761,2023-08-15,PRESS-01,Part-C,Night,480,84,396,2.8,109,103,6,0.825,0.7707,0.945,0.6009
4762,2023-08-15,WELD-01,Part-D,Morning,480,29,451,1.88,180,159,21,0.9396,0.7503,0.8833,0.6227
4763,2023-08-15,WELD-01,Part-B,Afternoon,480,55,425,2.61,162,158,4,0.8854,0.9949,0.9753,0.8591
4764,2023-08-15,WELD-01,Part-C,Night,480,116,364,1.79,182,170,12,0.7583,0.895,0.9341,0.634
4765,2023-08-15,WELD-02,Part-B,Morning,480,120,360,2.25,126,123,3,0.75,0.7875,0.9762,0.5766
4766,2023-08-15,WELD-02,Part-D,Afternoon,480,43,437,2.1,180,168,12,0.9104,0.865,0.9333,0.735
4767,2023-08-15,WELD-02,Part-B,Night,480,8,472,2.77,160,150,10,0.9833,0.939,0.9375,0.8656
4768,2023-08-16,CNC-01,Part-A,Morning,480,26,454,2.18,189,179,10,0.9458,0.9075,0.9471,0.8129
4769,2023-08-16,CNC-01,Part-D,Afternoon,480,42,438,2.49,174,158,16,0.9125,0.9892,0.908,0.8196
4770,2023-08-16,CNC-01,Part-B,Night,480,66,414,1.57,243,240,3,0.8625,0.9215,0.9877,0.785
4771,2023-08-16,CNC-02,Part-C,Morning,480,89,391,2.59,134,123,11,0.8146,0.8876,0.9179,0.6637
4772,2023-08-16,CNC-02,Part-C,Afternoon,480,59,421,2.62,143,134,9,0.8771,0.8899,0.9371,0.7314
4773,2023-08-16,CNC-02,Part-D,Night,480,50,430,1.54,256,239,17,0.8958,0.9168,0.9336,0.7667
4774,2023-08-16,LATHE-01,Part-B,Morning,480,79,401,1.9,199,183,16,0.8354,0.9429,0.9196,0.7244
4775,2023-08-16,LATHE-01,Part-B,Afternoon,480,0,480,2.78,166,154,12,1.0,0.9614,0.9277,0.8919
4776,2023-08-16,LATHE-01,Part-B,Night,480,50,430,2.71,121,113,8,0.8958,0.7626,0.9339,0.638
4777,2023-08-16,LATHE-02,Part-D,Morning,480,53,427,1.63,222,195,27,0.8896,0.8474,0.8784,0.6622
4778,2023-08-16,LATHE-02,Part-D,Afternoon,480,41,439,2.03,179,166,13,0.9146,0.8277,0.9274,0.7021
4779,2023-08-16,LATHE-02,Part-D,Night,480,35,445,2.0,203,190,13,0.9271,0.9124,0.936,0.7917
4780,2023-08-16,PRESS-01,Part-C,Morning,480,41,439,1.99,207,202,5,0.9146,0.9383,0.9758,0.8374
4781,2023-08-16,PRESS-01,Part-C,Afternoon,480,12,468,2.99,124,115,9,0.975,0.7922,0.9274,0.7163
4782,2023-08-16,PRESS-01,Part-D,Night,480,0,480,1.51,269,249,20,1.0,0.8462,0.9257,0.7833
4783,2023-08-16,WELD-01,Part-C,Morning,480,103,377,2.3,128,122,6,0.7854,0.7809,0.9531,0.5846
4784,2023-08-16,WELD-01,Part-B,Afternoon,480,9,471,2.12,186,170,16,0.9812,0.8372,0.914,0.7508
4785,2023-08-16,WELD-01,Part-D,Night,480,22,458,2.84,155,140,15,0.9542,0.9611,0.9032,0.8283
4786,2023-08-16,WELD-02,Part-B,Morning,480,119,361,1.94,146,142,4,0.7521,0.7846,0.9726,0.5739
4787,2023-08-16,WELD-02,Part-A,Afternoon,480,25,455,2.29,194,192,2,0.9479,0.9764,0.9897,0.916
4788,2023-08-16,WELD-02,Part-A,Night,480,65,415,2.66,149,144,5,0.8646,0.955,0.9664,0.7979
4789,2023-08-17,CNC-01,Part-B,Morning,480,93,387,1.6,182,165,17,0.8063,0.7525,0.9066,0.5501
4790,2023-08-17,CNC-01,Part-B,Afternoon,480,5,475,2.82,138,135,3,0.9896,0.8193,0.9783,0.7932
4791,2023-08-17,CNC-01,Part-A,Night,480,117,363,1.82,181,160,21,0.7562,0.9075,0.884,0.6066
4792,2023-08-17,CNC-02,Part-B,Morning,480,102,378,2.54,138,129,9,0.7875,0.9273,0.9348,0.6826
4793,2023-08-17,CNC-02,Part-A,Afternoon,480,3,477,2.97,151,137,14,0.9938,0.9402,0.9073,0.8478
4794,2023-08-17,CNC-02,Part-D,Night,480,27,453,1.9,213,201,12,0.9437,0.8934,0.9437,0.7956
4795,2023-08-17,LATHE-01,Part-D,Morning,480,81,399,1.6,224,211,13,0.8313,0.8982,0.942,0.7034
4796,2023-08-17,LATHE-01,Part-C,Afternoon,480,17,463,2.76,139,124,15,0.9646,0.8286,0.8921,0.713
4797,2023-08-17,LATHE-01,Part-A,Night,480,14,466,1.81,218,198,20,0.9708,0.8467,0.9083,0.7466
4798,2023-08-17,LATHE-02,Part-D,Morning,480,38,442,1.98,169,152,17,0.9208,0.7571,0.8994,0.627
4799,2023-08-17,LATHE-02,Part-A,Afternoon,480,96,384,2.54,124,116,8,0.8,0.8202,0.9355,0.6138
4800,2023-08-17,LATHE-02,Part-C,Night,480,73,407,1.98,187,184,3,0.8479,0.9097,0.984,0.759
4801,2023-08-17,PRESS-01,Part-A,Morning,480,86,394,1.53,214,207,7,0.8208,0.831,0.9673,0.6598
4802,2023-08-17,PRESS-01,Part-C,Afternoon,480,17,463,2.49,159,142,17,0.9646,0.8551,0.8931,0.7367
4803,2023-08-17,PRESS-01,Part-B,Night,480,34,446,1.72,250,243,7,0.9292,0.9641,0.972,0.8708
4804,2023-08-17,WELD-01,Part-B,Morning,480,11,469,2.03,203,200,3,0.9771,0.8787,0.9852,0.8459
4805,2023-08-17,WELD-01,Part-D,Afternoon,480,42,438,2.28,173,168,5,0.9125,0.9005,0.9711,0.798
4806,2023-08-17,WELD-01,Part-D,Night,480,24,456,2.77,129,116,13,0.95,0.7836,0.8992,0.6694
4807,2023-08-17,WELD-02,Part-C,Morning,480,85,395,2.19,148,137,11,0.8229,0.8206,0.9257,0.6251
4808,2023-08-17,WELD-02,Part-A,Afternoon,480,78,402,2.05,193,183,10,0.8375,0.9842,0.9482,0.7816
4809,2023-08-17,WELD-02,Part-B,Night,480,65,415,2.85,136,134,2,0.8646,0.934,0.9853,0.7957
4810,2023-08-18,CNC-01,Part-C,Morning,480,25,455,1.51,265,254,11,0.9479,0.8795,0.9585,0.7991
4811,2023-08-18,CNC-01,Part-C,Afternoon,480,100,380,2.46,149,142,7,0.7917,0.9646,0.953,0.7278
4812,2023-08-18,CNC-01,Part-B,Night,480,13,467,2.36,156,148,8,0.9729,0.7884,0.9487,0.7277
4813,2023-08-18,CNC-02,Part-C,Morning,480,21,459,2.96,132,126,6,0.9563,0.8512,0.9545,0.777
4814,2023-08-18,CNC-02,Part-B,Afternoon,480,92,388,2.32,155,149,6,0.8083,0.9268,0.9613,0.7201
4815,2023-08-18,CNC-02,Part-B,Night,480,58,422,2.13,172,168,4,0.8792,0.8682,0.9767,0.7455
4816,2023-08-18,LATHE-01,Part-D,Morning,480,12,468,2.77,145,138,7,0.975,0.8582,0.9517,0.7963
4817,2023-08-18,LATHE-01,Part-A,Afternoon,480,51,429,1.77,217,206,11,0.8938,0.8953,0.9493,0.7596
4818,2023-08-18,LATHE-01,Part-A,Night,480,47,433,1.64,251,246,5,0.9021,0.9507,0.9801,0.8406
4819,2023-08-18,LATHE-02,Part-D,Morning,480,59,421,2.31,143,138,5,0.8771,0.7846,0.965,0.6641
4820,2023-08-18,LATHE-02,Part-A,Afternoon,480,105,375,2.04,153,139,14,0.7812,0.8323,0.9085,0.5907
4821,2023-08-18,LATHE-02,Part-B,Night,480,119,361,2.13,133,118,15,0.7521,0.7847,0.8872,0.5236
4822,2023-08-18,PRESS-01,Part-A,Morning,480,28,452,2.48,142,134,8,0.9417,0.7791,0.9437,0.6924
4823,2023-08-18,PRESS-01,Part-A,Afternoon,480,19,461,2.83,131,125,6,0.9604,0.8042,0.9542,0.737
4824,2023-08-18,PRESS-01,Part-C,Night,480,4,476,2.56,176,173,3,0.9917,0.9466,0.983,0.9228
4825,2023-08-18,WELD-01,Part-D,Morning,480,105,375,1.91,186,174,12,0.7812,0.9474,0.9355,0.6924
4826,2023-08-18,WELD-01,Part-D,Afternoon,480,7,473,2.51,167,161,6,0.9854,0.8862,0.9641,0.8419
4827,2023-08-18,WELD-01,Part-D,Night,480,74,406,1.98,167,158,9,0.8458,0.8144,0.9461,0.6517
4828,2023-08-18,WELD-02,Part-A,Morning,480,53,427,2.24,157,148,9,0.8896,0.8236,0.9427,0.6907
4829,2023-08-18,WELD-02,Part-A,Afternoon,480,104,376,2.82,118,111,7,0.7833,0.885,0.9407,0.6521
4830,2023-08-18,WELD-02,Part-C,Night,480,107,373,2.18,137,128,9,0.7771,0.8007,0.9343,0.5813
4831,2023-08-19,CNC-01,Part-C,Morning,480,74,406,1.6,221,195,26,0.8458,0.8709,0.8824,0.65
4832,2023-08-19,CNC-01,Part-D,Afternoon,480,47,433,2.26,172,164,8,0.9021,0.8977,0.9535,0.7722
4833,2023-08-19,CNC-01,Part-D,Night,480,21,459,2.11,193,180,13,0.9563,0.8872,0.9326,0.7912
4834,2023-08-19,CNC-02,Part-A,Morning,480,52,428,1.81,178,159,19,0.8917,0.7528,0.8933,0.5996
4835,2023-08-19,CNC-02,Part-D,Afternoon,480,87,393,2.22,136,123,13,0.8187,0.7682,0.9044,0.5688
4836,2023-08-19,CNC-02,Part-A,Night,480,87,393,1.66,184,174,10,0.8187,0.7772,0.9457,0.6017
4837,2023-08-19,LATHE-01,Part-A,Morning,480,80,400,2.77,134,125,9,0.8333,0.928,0.9328,0.7213
4838,2023-08-19,LATHE-01,Part-D,Afternoon,480,19,461,2.89,145,136,9,0.9604,0.909,0.9379,0.8188
4839,2023-08-19,LATHE-01,Part-B,Night,480,108,372,2.48,141,132,9,0.775,0.94,0.9362,0.682
4840,2023-08-19,LATHE-02,Part-D,Morning,480,104,376,2.71,126,117,9,0.7833,0.9081,0.9286,0.6605
4841,2023-08-19,LATHE-02,Part-A,Afternoon,480,49,431,2.57,161,152,9,0.8979,0.96,0.9441,0.8138
4842,2023-08-19,LATHE-02,Part-B,Night,480,6,474,2.18,170,158,12,0.9875,0.7819,0.9294,0.7176
4843,2023-08-19,PRESS-01,Part-B,Morning,480,75,405,2.33,147,139,8,0.8438,0.8457,0.9456,0.6748
4844,2023-08-19,PRESS-01,Part-D,Afternoon,480,28,452,1.91,219,208,11,0.9417,0.9254,0.9498,0.8277
4845,2023-08-19,PRESS-01,Part-B,Night,480,84,396,1.96,197,193,4,0.825,0.9751,0.9797,0.7881
4846,2023-08-19,WELD-01,Part-D,Morning,480,91,389,1.97,168,153,15,0.8104,0.8508,0.9107,0.6279
4847,2023-08-19,WELD-01,Part-B,Afternoon,480,110,370,2.28,151,136,15,0.7708,0.9305,0.9007,0.646
4848,2023-08-19,WELD-01,Part-D,Night,480,43,437,2.03,185,179,6,0.9104,0.8594,0.9676,0.757
4849,2023-08-19,WELD-02,Part-B,Morning,480,30,450,2.61,162,157,5,0.9375,0.9396,0.9691,0.8537
4850,2023-08-19,WELD-02,Part-C,Afternoon,480,12,468,1.98,197,174,23,0.975,0.8335,0.8832,0.7177
4851,2023-08-19,WELD-02,Part-A,Night,480,56,424,2.51,128,114,14,0.8833,0.7577,0.8906,0.5961
4852,2023-08-20,CNC-01,Part-B,Morning,480,67,413,2.22,167,163,4,0.8604,0.8977,0.976,0.7538
4853,2023-08-20,CNC-01,Part-C,Afternoon,480,66,414,1.91,207,188,19,0.8625,0.955,0.9082,0.7481
4854,2023-08-20,CNC-01,Part-A,Night,480,47,433,2.97,128,114,14,0.9021,0.878,0.8906,0.7054
4855,2023-08-20,CNC-02,Part-A,Morning,480,39,441,1.6,267,262,5,0.9187,0.9687,0.9813,0.8733
4856,2023-08-20,CNC-02,Part-C,Afternoon,480,96,384,1.73,179,170,9,0.8,0.8064,0.9497,0.6127
4857,2023-08-20,CNC-02,Part-A,Night,480,108,372,1.57,201,198,3,0.775,0.8483,0.9851,0.6476
4858,2023-08-20,LATHE-01,Part-A,Morning,480,41,439,2.44,152,149,3,0.9146,0.8448,0.9803,0.7574
4859,2023-08-20,LATHE-01,Part-D,Afternoon,480,95,385,1.56,224,218,6,0.8021,0.9076,0.9732,0.7085
4860,2023-08-20,LATHE-01,Part-B,Night,480,79,401,2.17,141,137,4,0.8354,0.763,0.9716,0.6193
4861,2023-08-20,LATHE-02,Part-C,Morning,480,81,399,2.96,128,121,7,0.8313,0.9496,0.9453,0.7462
4862,2023-08-20,LATHE-02,Part-C,Afternoon,480,54,426,2.27,153,151,2,0.8875,0.8153,0.9869,0.7141
4863,2023-08-20,LATHE-02,Part-D,Night,480,3,477,2.87,165,160,5,0.9938,0.9928,0.9697,0.9567
4864,2023-08-20,PRESS-01,Part-A,Morning,480,92,388,2.78,137,132,5,0.8083,0.9816,0.9635,0.7645
4865,2023-08-20,PRESS-01,Part-B,Afternoon,480,55,425,1.83,182,166,16,0.8854,0.7837,0.9121,0.6329
4866,2023-08-20,PRESS-01,Part-C,Night,480,97,383,2.25,155,151,4,0.7979,0.9106,0.9742,0.7078
4867,2023-08-20,WELD-01,Part-B,Morning,480,74,406,2.92,117,112,5,0.8458,0.8415,0.9573,0.6813
4868,2023-08-20,WELD-01,Part-B,Afternoon,480,76,404,2.87,129,122,7,0.8417,0.9164,0.9457,0.7295
4869,2023-08-20,WELD-01,Part-B,Night,480,13,467,2.26,204,196,8,0.9729,0.9872,0.9608,0.9228
4870,2023-08-20,WELD-02,Part-C,Morning,480,90,390,1.56,222,197,25,0.8125,0.888,0.8874,0.6403
4871,2023-08-20,WELD-02,Part-B,Afternoon,480,117,363,2.56,117,105,12,0.7562,0.8251,0.8974,0.5599
4872,2023-08-20,WELD-02,Part-C,Night,480,29,451,1.76,197,191,6,0.9396,0.7688,0.9695,0.7003
4873,2023-08-21,CNC-01,Part-B,Morning,480,8,472,2.32,184,167,17,0.9833,0.9044,0.9076,0.8071
4874,2023-08-21,CNC-01,Part-B,Afternoon,480,74,406,2.15,159,156,3,0.8458,0.842,0.9811,0.6987
4875,2023-08-21,CNC-01,Part-C,Night,480,38,442,1.94,192,178,14,0.9208,0.8427,0.9271,0.7194
4876,2023-08-21,CNC-02,Part-C,Morning,480,49,431,1.77,190,182,8,0.8979,0.7803,0.9579,0.6711
4877,2023-08-21,CNC-02,Part-C,Afternoon,480,69,411,1.93,164,155,9,0.8562,0.7701,0.9451,0.6232
4878,2023-08-21,CNC-02,Part-A,Night,480,94,386,2.9,130,116,14,0.8042,0.9767,0.8923,0.7009
4879,2023-08-21,LATHE-01,Part-B,Morning,480,56,424,1.5,212,190,22,0.8833,0.75,0.8962,0.5937
4880,2023-08-21,LATHE-01,Part-A,Afternoon,480,9,471,2.27,160,150,10,0.9812,0.7711,0.9375,0.7093
4881,2023-08-21,LATHE-01,Part-B,Night,480,82,398,2.75,118,116,2,0.8292,0.8153,0.9831,0.6646
4882,2023-08-21,LATHE-02,Part-D,Morning,480,100,380,2.64,138,131,7,0.7917,0.9587,0.9493,0.7205
4883,2023-08-21,LATHE-02,Part-B,Afternoon,480,89,391,2.83,127,115,12,0.8146,0.9192,0.9055,0.678
4884,2023-08-21,LATHE-02,Part-B,Night,480,88,392,2.23,151,133,18,0.8167,0.859,0.8808,0.6179
4885,2023-08-21,PRESS-01,Part-C,Morning,480,75,405,2.72,143,134,9,0.8438,0.9604,0.9371,0.7594
4886,2023-08-21,PRESS-01,Part-A,Afternoon,480,85,395,2.46,130,117,13,0.8229,0.8096,0.9,0.5996
4887,2023-08-21,PRESS-01,Part-A,Night,480,103,377,1.73,215,204,11,0.7854,0.9866,0.9488,0.7352
4888,2023-08-21,WELD-01,Part-B,Morning,480,73,407,2.59,140,134,6,0.8479,0.8909,0.9571,0.723
4889,2023-08-21,WELD-01,Part-D,Afternoon,480,14,466,2.34,158,145,13,0.9708,0.7934,0.9177,0.7068
4890,2023-08-21,WELD-01,Part-D,Night,480,15,465,2.4,163,150,13,0.9688,0.8413,0.9202,0.75
4891,2023-08-21,WELD-02,Part-B,Morning,480,9,471,1.5,313,301,12,0.9812,0.9968,0.9617,0.9406
4892,2023-08-21,WELD-02,Part-B,Afternoon,480,35,445,1.76,249,219,30,0.9271,0.9848,0.8795,0.803
4893,2023-08-21,WELD-02,Part-A,Night,480,17,463,2.52,182,165,17,0.9646,0.9906,0.9066,0.8663
4894,2023-08-22,CNC-01,Part-D,Morning,480,9,471,2.85,132,122,10,0.9812,0.7987,0.9242,0.7243
4895,2023-08-22,CNC-01,Part-A,Afternoon,480,70,410,1.83,191,175,16,0.8542,0.8525,0.9162,0.6672
4896,2023-08-22,CNC-01,Part-B,Night,480,12,468,2.21,182,161,21,0.975,0.8594,0.8846,0.7412
4897,2023-08-22,CNC-02,Part-C,Morning,480,81,399,1.96,194,173,21,0.8313,0.953,0.8918,0.7065
4898,2023-08-22,CNC-02,Part-C,Afternoon,480,3,477,2.43,157,151,6,0.9938,0.7998,0.9618,0.7645
4899,2023-08-22,CNC-02,Part-D,Night,480,8,472,2.19,207,202,5,0.9833,0.9604,0.9758,0.9215
4900,2023-08-22,LATHE-01,Part-A,Morning,480,112,368,1.96,181,166,15,0.7667,0.964,0.9171,0.6778
4901,2023-08-22,LATHE-01,Part-D,Afternoon,480,14,466,2.32,163,156,7,0.9708,0.8115,0.9571,0.754
4902,2023-08-22,LATHE-01,Part-D,Night,480,27,453,1.6,253,243,10,0.9437,0.8936,0.9605,0.81
4903,2023-08-22,LATHE-02,Part-B,Morning,480,114,366,2.42,126,118,8,0.7625,0.8331,0.9365,0.5949
4904,2023-08-22,LATHE-02,Part-C,Afternoon,480,81,399,1.77,207,190,17,0.8313,0.9183,0.9179,0.7007
4905,2023-08-22,LATHE-02,Part-C,Night,480,103,377,1.64,207,182,25,0.7854,0.9005,0.8792,0.6218
4906,2023-08-22,PRESS-01,Part-A,Morning,480,0,480,2.96,151,138,13,1.0,0.9312,0.9139,0.851
4907,2023-08-22,PRESS-01,Part-C,Afternoon,480,93,387,2.58,120,117,3,0.8063,0.8,0.975,0.6289
4908,2023-08-22,PRESS-01,Part-D,Night,480,99,381,1.93,181,176,5,0.7937,0.9169,0.9724,0.7077
4909,2023-08-22,WELD-01,Part-A,Morning,480,61,419,1.71,216,202,14,0.8729,0.8815,0.9352,0.7196
4910,2023-08-22,WELD-01,Part-C,Afternoon,480,38,442,2.2,162,146,16,0.9208,0.8063,0.9012,0.6691
4911,2023-08-22,WELD-01,Part-A,Night,480,118,362,2.04,149,143,6,0.7542,0.8397,0.9597,0.6078
4912,2023-08-22,WELD-02,Part-B,Morning,480,47,433,2.53,140,135,5,0.9021,0.818,0.9643,0.7116
4913,2023-08-22,WELD-02,Part-D,Afternoon,480,45,435,1.64,216,208,8,0.9062,0.8143,0.963,0.7106
4914,2023-08-22,WELD-02,Part-A,Night,480,67,413,2.28,162,148,14,0.8604,0.8943,0.9136,0.703
4915,2023-08-23,CNC-01,Part-C,Morning,480,17,463,2.81,123,108,15,0.9646,0.7465,0.878,0.6322
4916,2023-08-23,CNC-01,Part-A,Afternoon,480,36,444,1.87,207,192,15,0.925,0.8718,0.9275,0.7479
4917,2023-08-23,CNC-01,Part-A,Night,480,65,415,1.79,214,207,7,0.8646,0.923,0.9673,0.7719
4918,2023-08-23,CNC-02,Part-B,Morning,480,7,473,1.65,264,246,18,0.9854,0.9209,0.9318,0.8456
4919,2023-08-23,CNC-02,Part-A,Afternoon,480,10,470,1.97,213,195,18,0.9792,0.8928,0.9155,0.8004
4920,2023-08-23,CNC-02,Part-A,Night,480,32,448,1.84,211,195,16,0.9333,0.8666,0.9242,0.7475
4921,2023-08-23,LATHE-01,Part-D,Morning,480,120,360,2.7,116,109,7,0.75,0.87,0.9397,0.6132
4922,2023-08-23,LATHE-01,Part-C,Afternoon,480,12,468,1.57,273,259,14,0.975,0.9158,0.9487,0.8471
4923,2023-08-23,LATHE-01,Part-A,Night,480,54,426,1.95,181,168,13,0.8875,0.8285,0.9282,0.6825
4924,2023-08-23,LATHE-02,Part-D,Morning,480,52,428,2.46,158,139,19,0.8917,0.9081,0.8797,0.7123
4925,2023-08-23,LATHE-02,Part-A,Afternoon,480,105,375,2.37,126,123,3,0.7812,0.7963,0.9762,0.6073
4926,2023-08-23,LATHE-02,Part-A,Night,480,47,433,2.91,118,113,5,0.9021,0.793,0.9576,0.685
4927,2023-08-23,PRESS-01,Part-D,Morning,480,51,429,1.55,220,194,26,0.8938,0.7949,0.8818,0.6265
4928,2023-08-23,PRESS-01,Part-A,Afternoon,480,111,369,2.0,168,165,3,0.7688,0.9106,0.9821,0.6875
4929,2023-08-23,PRESS-01,Part-A,Night,480,86,394,1.99,189,169,20,0.8208,0.9546,0.8942,0.7006
4930,2023-08-23,WELD-01,Part-D,Morning,480,12,468,1.93,191,176,15,0.975,0.7877,0.9215,0.7077
4931,2023-08-23,WELD-01,Part-B,Afternoon,480,4,476,1.65,221,202,19,0.9917,0.7661,0.914,0.6944
4932,2023-08-23,WELD-01,Part-B,Night,480,2,478,1.64,281,260,21,0.9958,0.9641,0.9253,0.8883
4933,2023-08-23,WELD-02,Part-B,Morning,480,26,454,2.77,144,128,16,0.9458,0.8786,0.8889,0.7387
